71	350 2918
7 57
7 61
7 45
7 54
7 28
7 41
7 42
7 42
7 33
7 9
8 42
8 40
8 59
8 32
8 7
8 14
8 33
8 47
8 41
8 10
8 67
8 58
8 11
8 60
8 15
8 3
8 63
8 4
8 49
8 57
8 52
8 64
8 28
8 30
8 22
8 44
8 45
8 16
8 43
8 21
8 29
8 46
8 17
8 50
8 54
8 31
8 48
8 26
8 24
8 66
8 20
8 37
8 70
8 2
8 5
8 9
8 55
8 35
8 69
8 51
8 38
8 65
8 13
9 4
9 30
9 19
9 15
9 33
9 3
9 52
9 21
9 42
9 67
9 59
9 29
9 7
9 24
9 10
9 17
9 38
9 55
9 46
9 45
9 43
9 49
9 22
9 66
9 50
9 40
9 58
9 20
9 69
9 48
9 57
9 28
9 47
9 8
9 37
9 70
9 2
9 60
9 44
9 5
9 11
9 51
9 41
9 63
9 14
9 35
9 12
10 9
10 57
10 17
10 66
10 48
10 40
10 29
10 60
10 2
10 14
10 33
10 46
10 55
10 7
10 37
10 45
10 26
10 3
10 15
10 11
10 30
10 28
10 35
10 70
10 22
10 49
10 52
10 20
10 67
10 59
10 21
10 41
10 24
10 51
10 42
10 43
10 8
10 4
10 63
10 69
10 44
10 47
10 5
11 29
11 45
11 42
11 37
11 67
11 59
11 32
11 14
11 21
11 5
11 22
11 8
11 4
11 19
11 30
11 33
11 55
11 57
11 26
11 35
11 24
11 9
11 48
11 12
11 51
11 2
11 62
11 49
11 3
11 7
11 60
11 28
11 47
11 15
11 31
11 46
11 38
11 69
11 66
11 20
11 58
11 63
11 16
11 17
11 64
11 52
11 41
11 44
11 40
11 70
11 43
11 10
12 52
12 7
12 7
12 42
12 42
12 43
12 69
12 41
12 68
12 62
12 29
12 1
12 22
12 11
12 64
12 50
12 47
12 57
12 46
12 18
12 37
12 66
12 63
12 14
12 49
12 4
12 5
12 35
12 26
12 55
12 24
12 48
12 70
12 3
12 67
12 60
12 38
12 21
12 15
12 31
12 32
12 20
12 17
12 28
13 67
13 59
13 33
13 58
13 66
13 57
13 4
13 31
13 7
13 63
13 30
13 3
13 60
13 55
13 48
13 46
13 29
13 40
13 15
13 14
13 37
13 8
13 17
13 32
13 69
13 35
13 45
13 47
14 30
14 25
14 9
14 12
14 44
14 17
14 55
14 58
14 48
14 69
14 67
14 38
14 31
14 43
14 51
14 52
14 61
14 2
14 56
14 49
14 5
14 4
14 32
14 32
14 59
14 18
14 46
14 16
14 3
14 3
14 13
14 64
14 66
14 57
14 54
14 65
14 33
14 70
14 22
14 50
14 60
14 1
14 24
14 20
14 36
14 62
14 42
14 34
14 53
14 63
14 39
14 37
14 29
14 11
14 10
14 8
14 26
14 6
14 19
14 7
14 7
14 41
14 47
14 35
14 21
14 40
14 45
14 28
14 15
15 37
15 22
15 7
15 13
15 9
15 42
15 47
15 17
15 38
15 48
15 53
15 12
15 40
15 30
15 21
15 51
15 52
15 66
15 29
15 69
15 20
15 2
15 5
15 46
15 55
15 32
15 14
15 58
15 59
15 67
15 28
15 8
15 45
15 49
15 44
15 1
15 4
15 33
15 50
15 16
15 41
15 64
15 25
15 26
15 24
15 10
15 57
15 31
15 62
15 63
15 65
15 11
15 70
15 43
15 3
15 60
15 35
16 8
16 15
16 3
16 49
16 14
16 46
16 6
16 55
16 7
16 17
16 54
16 66
16 11
16 69
16 32
17 54
17 1
17 4
17 10
17 50
17 57
17 55
17 2
17 52
17 35
17 42
17 46
17 30
17 20
17 65
17 63
17 33
17 45
17 59
17 21
17 51
17 69
17 64
17 16
17 60
17 47
17 48
17 58
17 7
17 7
17 37
17 41
17 9
17 26
17 19
17 14
17 67
17 5
17 29
17 22
17 8
17 18
17 15
17 11
17 12
17 38
17 32
17 3
17 70
17 40
17 28
17 31
17 13
17 56
17 44
17 66
17 24
17 62
17 49
17 43
18 66
18 14
18 37
18 17
18 42
18 67
18 63
18 12
18 31
18 32
18 55
18 7
18 69
19 3
19 29
19 55
19 33
19 42
19 31
19 14
19 56
19 20
19 9
19 50
19 37
19 7
19 17
19 69
19 11
19 52
20 15
20 40
20 49
20 11
20 35
20 29
20 19
20 8
20 59
20 21
20 7
20 64
20 2
20 14
20 42
20 48
20 45
20 69
20 4
20 57
20 51
20 46
20 3
20 44
20 65
20 30
20 66
20 38
20 5
20 47
20 9
20 31
20 60
20 55
20 70
20 67
20 52
20 26
20 50
20 58
20 62
20 41
20 17
20 22
20 12
20 10
20 37
20 28
20 24
20 32
20 33
20 43
20 63
21 42
21 9
21 10
21 7
21 38
21 47
21 40
21 16
21 8
21 17
21 45
21 46
21 59
21 3
21 30
21 24
21 37
21 62
21 54
21 55
21 52
21 49
21 20
21 58
21 11
21 60
21 12
21 35
21 41
21 14
21 70
21 15
21 48
21 69
21 67
21 4
21 64
21 31
21 66
21 28
21 57
21 51
21 22
21 63
21 5
21 44
21 43
21 32
21 2
21 33
21 29
21 26
22 41
22 7
22 4
22 17
22 30
22 45
22 48
22 21
22 8
22 55
22 11
22 20
22 29
22 43
22 15
22 37
22 63
22 38
22 12
22 14
22 57
22 40
22 10
22 33
22 52
22 60
22 65
22 67
22 31
22 26
22 66
22 47
22 2
22 9
22 44
22 58
22 32
22 59
22 35
22 49
22 28
22 64
22 69
22 51
22 3
22 46
23 69
23 3
23 7
23 54
24 41
24 37
24 70
24 4
24 28
24 42
24 46
24 44
24 33
24 8
24 48
24 49
24 32
24 35
24 43
24 29
24 14
24 15
24 58
24 12
24 17
24 5
24 2
24 30
24 51
24 52
24 47
24 69
24 38
24 57
24 9
24 21
24 10
24 59
24 45
24 55
24 66
24 40
24 63
24 26
24 64
24 3
24 7
24 67
24 11
24 31
24 60
24 20
25 63
25 1
25 15
25 32
25 42
26 35
26 47
26 8
26 67
26 28
26 41
26 49
26 11
26 33
26 30
26 55
26 7
26 5
26 69
26 2
26 66
26 4
26 60
26 3
26 17
26 15
26 40
26 43
26 20
26 38
26 24
26 42
26 58
26 14
26 70
26 63
26 22
26 10
26 45
26 52
26 64
26 51
26 46
26 44
26 21
26 59
26 48
28 50
28 44
28 55
28 43
28 26
28 12
28 3
28 64
28 30
28 42
28 14
28 46
28 57
28 37
28 2
28 21
28 5
28 9
28 69
28 7
28 33
28 60
28 67
28 20
28 32
28 47
28 4
28 66
28 62
28 70
28 10
28 15
28 48
28 31
28 63
28 22
28 17
28 29
28 52
28 51
28 59
28 41
28 11
28 8
28 49
28 35
28 45
28 40
28 24
28 58
29 9
29 7
29 47
29 40
29 67
29 15
29 66
29 63
29 44
29 32
29 2
29 8
29 30
29 41
29 62
29 35
29 33
29 37
29 55
29 48
29 22
29 69
29 57
29 42
29 11
29 49
29 19
29 65
29 20
29 12
29 10
29 50
29 58
29 51
29 24
29 14
29 52
29 21
29 59
29 28
29 46
29 13
29 17
29 4
29 60
29 31
29 45
29 3
30 51
30 63
30 58
30 26
30 37
30 46
30 33
30 44
30 50
30 42
30 67
30 52
30 24
30 65
30 57
30 45
30 31
30 55
30 38
30 60
30 59
30 64
30 14
30 21
30 48
30 41
30 8
30 17
30 35
30 66
30 29
30 20
30 70
30 15
30 10
30 11
30 28
30 49
30 22
30 2
30 43
30 3
30 4
30 40
30 47
30 7
30 5
30 13
30 9
30 69
31 14
31 64
31 35
31 59
31 54
31 15
31 58
31 43
31 30
31 39
31 18
31 41
31 32
31 51
31 13
31 11
31 40
31 46
31 36
31 66
31 48
31 12
31 33
31 28
31 21
31 8
31 52
31 67
31 69
31 20
31 17
31 57
31 49
31 2
31 63
31 47
31 44
31 1
31 7
31 37
31 3
31 5
31 24
31 34
31 55
31 4
31 62
31 22
31 19
31 60
31 45
31 9
31 29
31 42
32 41
32 12
32 28
32 7
32 7
32 25
32 31
32 30
32 24
32 57
32 62
32 16
32 67
32 20
32 44
32 43
32 60
32 1
32 33
32 42
32 46
32 69
32 40
32 64
32 48
32 29
32 39
32 36
32 13
32 66
32 66
32 8
32 63
32 63
32 55
32 53
32 4
32 37
32 34
32 45
32 11
32 3
32 3
32 19
32 50
32 9
32 47
32 54
32 18
32 14
32 14
32 17
32 6
32 21
32 35
32 15
32 58
32 59
33 14
33 32
33 58
33 60
33 5
33 17
33 13
33 63
33 3
33 4
33 48
33 2
33 20
33 49
33 52
33 42
33 67
33 37
33 66
33 57
33 24
33 41
33 38
33 50
33 29
33 40
33 31
33 26
33 43
33 44
33 30
33 15
33 19
33 69
33 11
33 7
33 45
33 28
33 55
33 65
33 35
33 9
33 47
33 70
33 46
33 22
33 10
33 51
33 59
33 64
33 8
33 21
34 14
34 4
34 7
34 32
34 31
34 36
34 63
34 69
34 66
34 44
35 48
35 66
35 41
35 28
35 37
35 52
35 29
35 40
35 5
35 15
35 2
35 3
35 60
35 65
35 42
35 21
35 30
35 59
35 49
35 22
35 32
35 10
35 50
35 55
35 11
35 20
35 17
35 46
35 47
35 14
35 43
35 26
35 64
35 31
35 33
35 69
35 63
35 38
35 9
35 57
35 44
35 58
35 70
35 4
35 67
35 24
35 13
35 45
35 51
35 12
35 8
35 7
36 67
36 34
36 7
36 31
36 32
36 63
36 69
36 66
36 14
36 3
37 5
37 59
37 8
37 3
37 29
37 48
37 62
37 47
37 33
37 32
37 19
37 4
37 14
37 9
37 51
37 31
37 12
37 46
37 50
37 60
37 11
37 35
37 49
37 52
37 22
37 55
37 54
37 40
37 69
37 66
37 64
37 57
37 30
37 45
37 43
37 41
37 70
37 42
37 44
37 28
37 1
37 7
37 7
37 20
37 2
37 65
37 58
37 17
37 67
37 18
37 10
37 63
37 24
37 13
37 15
37 21
38 17
38 14
38 48
38 52
38 43
38 8
38 47
38 22
38 26
38 9
38 20
38 69
38 21
38 15
38 41
38 2
38 3
38 11
38 59
38 7
38 67
38 46
38 35
38 33
38 12
38 24
38 42
38 70
38 63
38 49
38 64
38 55
38 30
38 5
39 3
39 69
39 32
39 14
39 55
39 7
39 66
40 45
40 55
40 44
40 51
40 52
40 14
40 33
40 8
40 50
40 35
40 47
40 4
40 11
40 2
40 37
40 46
40 57
40 60
40 10
40 22
40 38
40 6
40 64
40 70
40 43
40 7
40 67
40 69
40 63
40 20
40 13
40 21
40 42
40 29
40 31
40 28
40 3
40 58
40 48
40 65
40 30
40 24
40 15
40 5
40 9
40 17
40 49
40 41
40 26
40 59
40 66
41 26
41 66
41 57
41 2
41 44
41 3
41 52
41 60
41 38
41 35
41 64
41 30
41 14
41 12
41 8
41 6
41 56
41 7
41 20
41 4
41 10
41 24
41 48
41 33
41 49
41 31
41 40
41 42
41 22
41 63
41 28
41 51
41 45
41 46
41 58
41 15
41 29
41 54
41 67
41 69
41 37
41 9
41 5
41 19
41 11
41 17
41 43
41 55
41 61
41 21
41 59
41 70
41 47
42 11
42 66
42 43
42 54
42 31
42 5
42 63
42 25
42 69
42 69
42 69
42 59
42 19
42 7
42 7
42 7
42 7
42 9
42 67
42 29
42 68
42 36
42 46
42 60
42 28
42 49
42 17
42 61
42 39
42 34
42 51
42 56
42 64
42 35
42 53
42 62
42 21
42 47
42 48
42 16
42 55
42 50
42 37
42 24
42 23
42 70
42 32
42 52
42 2
42 20
42 18
42 10
42 26
42 14
42 4
42 8
42 13
42 58
42 41
42 15
42 40
42 38
42 33
42 57
42 30
42 3
42 12
42 45
43 17
43 69
43 52
43 7
43 38
43 28
43 55
43 64
43 22
43 41
43 2
43 14
43 30
43 66
43 11
43 12
43 9
43 59
43 32
43 5
43 54
43 48
43 8
43 21
43 33
43 37
43 46
43 42
43 58
43 57
43 40
43 24
43 49
43 70
43 3
43 10
43 31
43 26
43 60
43 67
43 20
43 15
43 50
43 47
43 51
43 35
43 63
44 9
44 26
44 10
44 55
44 40
44 35
44 63
44 37
44 4
44 7
44 8
44 67
44 45
44 41
44 17
44 58
44 64
44 20
44 29
44 70
44 32
44 24
44 46
44 15
44 31
44 49
44 12
44 57
44 59
44 60
44 22
44 11
44 5
44 21
44 51
44 69
44 66
44 33
44 14
44 2
44 47
44 3
44 48
44 28
44 52
44 30
45 9
45 8
45 10
45 20
45 26
45 11
45 44
45 31
45 47
45 46
45 15
45 58
45 67
45 1
45 21
45 28
45 17
45 13
45 48
45 30
45 14
45 59
45 52
45 41
45 32
45 60
45 4
45 24
45 2
45 40
45 29
45 35
45 66
45 55
45 50
45 69
45 70
45 63
45 61
45 3
45 7
45 49
45 51
45 37
45 62
45 5
45 42
45 64
45 65
45 22
45 33
45 57
46 66
46 65
46 16
46 3
46 59
46 57
46 9
46 52
46 69
46 15
46 30
46 55
46 21
46 29
46 63
46 47
46 64
46 4
46 2
46 26
46 67
46 7
46 45
46 54
46 62
46 8
46 49
46 70
46 24
46 41
46 5
46 6
46 20
46 14
46 50
46 31
46 58
46 32
46 38
46 44
46 35
46 17
46 51
46 10
46 40
46 11
46 22
46 60
46 48
46 33
46 28
46 13
46 42
46 12
46 43
46 37
46 39
47 49
47 43
47 55
47 31
47 41
47 59
47 9
47 13
47 32
47 29
47 42
47 42
47 45
47 64
47 38
47 46
47 51
47 21
47 58
47 10
47 35
47 2
47 28
47 37
47 30
47 40
47 24
47 65
47 8
47 33
47 17
47 63
47 26
47 3
47 4
47 70
47 67
47 7
47 48
47 20
47 11
47 62
47 14
47 15
47 66
47 22
47 12
47 50
47 57
47 5
47 60
47 69
47 52
47 44
47 54
48 22
48 44
48 51
48 17
48 52
48 49
48 0
48 11
48 40
48 9
48 59
48 57
48 28
48 69
48 43
48 33
48 46
48 26
48 50
48 10
48 55
48 37
48 13
48 1
48 14
48 24
48 58
48 41
48 21
48 66
48 20
48 42
48 12
48 2
48 4
48 62
48 31
48 35
48 67
48 7
48 29
48 38
48 30
48 63
48 45
48 60
48 47
48 5
48 8
48 64
48 32
48 15
48 70
48 65
48 3
49 26
49 15
49 24
49 31
49 66
49 21
49 38
49 35
49 3
49 20
49 58
49 42
49 10
49 28
49 7
49 52
49 70
49 60
49 2
49 47
49 40
49 44
49 17
49 30
49 57
49 41
49 12
49 67
49 69
49 11
49 45
49 48
49 55
49 59
49 9
49 63
49 51
49 37
49 8
49 64
49 46
49 43
49 33
49 5
49 29
49 16
49 22
49 14
49 4
50 47
50 37
50 69
50 28
50 43
50 52
50 9
50 59
50 14
50 46
50 29
50 67
50 33
50 7
50 55
50 65
50 56
50 12
50 3
50 15
50 60
50 57
50 63
50 45
50 17
50 48
50 58
50 66
50 64
50 19
50 35
50 32
50 20
50 30
50 8
50 40
51 52
51 41
51 66
51 55
51 9
51 35
51 22
51 64
51 54
51 49
51 58
51 12
51 63
51 69
51 26
51 20
51 31
51 48
51 15
51 10
51 33
51 30
51 40
51 29
51 3
51 21
51 28
51 37
51 70
51 60
51 42
51 44
51 5
51 45
51 47
51 43
51 46
51 59
51 17
51 4
51 57
51 24
51 7
51 14
51 8
51 67
51 11
51 2
52 33
52 31
52 45
52 59
52 43
52 46
52 22
52 51
52 19
52 28
52 20
52 1
52 49
52 64
52 67
52 9
52 17
52 30
52 12
52 37
52 35
52 41
52 5
52 10
52 44
52 60
52 40
52 11
52 70
52 63
52 58
52 38
52 3
52 15
52 66
52 4
52 57
52 14
52 21
52 48
52 47
52 50
52 26
52 7
52 8
52 55
52 2
52 42
52 29
52 69
52 24
53 63
53 32
53 58
53 7
53 67
53 14
53 3
53 64
54 12
54 42
54 16
54 15
54 17
54 41
54 31
54 46
54 8
54 23
54 32
54 37
54 21
54 3
54 69
54 66
54 2
54 51
54 7
54 43
54 14
54 47
55 5
55 51
55 19
55 63
55 17
55 11
55 59
55 52
55 64
55 7
55 9
55 44
55 62
55 32
55 50
55 45
55 22
55 35
55 28
55 47
55 29
55 38
55 30
55 37
55 48
55 40
55 49
55 33
55 43
55 12
55 46
55 14
55 2
55 57
55 8
55 66
55 65
55 58
55 21
55 70
55 10
55 39
55 67
55 24
55 31
55 26
55 16
55 1
55 20
55 42
55 18
55 41
55 3
55 13
55 69
55 15
55 4
55 60
56 42
56 7
56 41
56 14
56 50
56 19
56 17
57 59
57 5
57 41
57 20
57 2
57 13
57 32
57 65
57 33
57 28
57 70
57 17
57 67
57 64
57 47
57 48
57 51
57 45
57 10
57 30
57 44
57 4
57 8
57 69
57 55
57 50
57 21
57 15
57 22
57 42
57 14
57 58
57 9
57 43
57 11
57 40
57 29
57 46
57 37
57 49
57 66
57 7
57 60
57 3
57 31
57 63
57 24
57 35
57 52
58 35
58 8
58 42
58 20
58 14
58 46
58 29
58 11
58 1
58 15
58 67
58 7
58 48
58 45
58 40
58 28
58 17
58 66
58 12
58 51
58 63
58 63
58 55
58 69
58 4
58 37
58 57
58 59
58 53
58 43
58 47
58 49
58 9
58 26
58 44
58 65
58 60
58 50
58 21
58 41
58 3
58 33
58 52
58 30
58 31
58 2
58 24
58 22
58 64
58 32
59 43
59 40
59 1
59 9
59 41
59 46
59 64
59 57
59 48
59 37
59 63
59 70
59 66
59 4
59 69
59 11
59 55
59 38
59 35
59 51
59 58
59 3
59 50
59 8
59 20
59 17
59 30
59 7
59 29
59 33
59 49
59 14
59 44
59 32
59 28
59 2
59 47
59 60
59 31
59 15
59 45
59 13
59 22
59 10
59 24
59 52
59 21
59 5
59 65
59 42
59 67
59 26
60 22
60 11
60 8
60 3
60 57
60 21
60 58
60 66
60 5
60 46
60 10
60 7
60 15
60 55
60 13
60 30
60 24
60 44
60 20
60 35
60 26
60 43
60 2
60 59
60 32
60 14
60 40
60 17
60 69
60 63
60 33
60 64
60 45
60 42
60 28
60 52
60 67
60 49
60 29
60 31
60 41
60 51
60 50
60 9
60 65
60 48
60 37
60 4
60 47
61 7
61 14
61 66
61 69
61 42
61 5
61 45
62 67
62 21
62 14
62 59
62 20
62 12
62 7
62 69
62 63
62 15
62 47
62 17
62 25
62 28
62 37
62 32
62 32
62 48
62 1
62 46
62 66
62 31
62 3
62 64
63 67
63 67
63 67
63 67
63 9
63 66
63 28
63 5
63 53
63 40
63 2
63 20
63 58
63 58
63 64
63 64
63 38
63 7
63 7
63 7
63 1
63 65
63 52
63 10
63 14
63 35
63 51
63 48
63 45
63 55
63 62
63 57
63 12
63 34
63 13
63 18
63 31
63 50
63 21
63 32
63 32
63 69
63 41
63 42
63 33
63 46
63 43
63 47
63 60
63 8
63 37
63 49
63 29
63 3
63 17
63 36
63 44
63 4
63 24
63 70
63 59
63 11
63 22
63 25
63 26
63 30
63 15
64 55
64 52
64 53
64 4
64 40
64 41
64 30
64 47
64 8
64 62
64 15
64 66
64 58
64 59
64 37
64 24
64 44
64 26
64 46
64 17
64 45
64 7
64 51
64 43
64 65
64 50
64 32
64 69
64 12
64 31
64 63
64 3
64 14
64 42
64 67
64 28
64 33
64 60
64 5
64 38
64 20
64 48
64 21
64 22
64 57
64 1
64 35
65 20
65 47
65 30
65 48
65 40
65 33
65 3
65 67
65 14
65 8
65 46
65 37
65 50
65 64
65 66
65 59
65 15
65 60
65 58
65 45
65 7
65 55
65 22
65 29
65 57
65 35
65 63
65 17
66 40
66 49
66 39
66 28
66 45
66 8
66 13
66 65
66 16
66 67
66 46
66 9
66 58
66 15
66 22
66 64
66 60
66 53
66 42
66 12
66 43
66 52
66 2
66 50
66 37
66 7
66 7
66 14
66 14
66 34
66 1
66 61
66 5
66 29
66 63
66 63
66 30
66 51
66 24
66 32
66 32
66 69
66 20
66 4
66 33
66 62
66 48
66 47
66 41
66 11
66 54
66 19
66 70
66 3
66 10
66 18
66 17
66 36
66 55
66 26
66 31
66 57
66 59
66 35
66 44
66 21
67 17
67 5
67 45
67 52
67 19
67 36
67 55
67 49
67 24
67 63
67 63
67 63
67 51
67 66
67 21
67 8
67 13
67 12
67 50
67 7
67 7
67 64
67 20
67 29
67 70
67 41
67 40
67 60
67 32
67 35
67 58
67 37
67 69
67 15
67 18
67 48
67 53
67 44
67 33
67 22
67 47
67 28
67 38
67 4
67 62
67 65
67 1
67 10
67 46
67 2
67 43
67 59
67 14
67 3
67 30
67 9
67 11
67 26
67 31
67 42
67 57
68 7
68 20
68 69
68 42
68 41
69 45
69 8
69 59
69 5
69 48
69 51
69 50
69 39
69 34
69 19
69 40
69 43
69 58
69 11
69 57
69 44
69 29
69 66
69 66
69 30
69 62
69 14
69 67
69 16
69 20
69 41
69 31
69 10
69 12
69 12
69 36
69 33
69 21
69 32
69 35
69 60
69 54
69 3
69 3
69 64
69 42
69 42
69 47
69 17
69 55
69 70
69 15
69 63
69 52
69 46
69 4
69 6
69 24
69 61
69 28
69 18
69 22
69 26
69 13
69 49
69 9
69 23
69 38
69 7
69 7
69 2
69 37
70 46
70 10
70 55
70 8
70 37
70 52
70 17
70 11
70 51
70 14
70 38
70 60
70 21
70 30
70 15
70 20
70 35
70 67
70 66
70 57
70 5
70 33
70 41
70 28
70 47
70 24
70 44
70 59
70 48
70 2
70 26
70 7
70 9
70 42
70 12
70 49
70 3
70 4
70 45
70 40
70 63
70 69
70 43
