Author,Best
solomon.rc206.n101v25c1000,1000000000
solomon.rc207.n101v25c1000,1000000000
solomon.rc208.n101v25c1000,1000000000
homberger.c10201.n201v50c200,1000000000
homberger.c10202.n201v50c200,1000000000
homberger.c10203.n201v50c200,1000000000
homberger.c10204.n201v50c200,1000000000
homberger.c10205.n201v50c200,1000000000
homberger.c10206.n201v50c200,1000000000
homberger.c10207.n201v50c200,1000000000
homberger.c10208.n201v50c200,1000000000
homberger.c10209.n201v50c200,1000000000
homberger.c10210.n201v50c200,1000000000
homberger.c20201.n201v50c700,1000000000
homberger.c20202.n201v50c700,1000000000
homberger.c20203.n201v50c700,1000000000
homberger.c20204.n201v50c700,1000000000
homberger.c20205.n201v50c700,1000000000
homberger.c20206.n201v50c700,1000000000
homberger.c20207.n201v50c700,1000000000
homberger.c20208.n201v50c700,1000000000
homberger.c20209.n201v50c700,1000000000
homberger.c20210.n201v50c700,1000000000
homberger.rc20201.n201v50c1000,1000000000
homberger.rc20202.n201v50c1000,1000000000
homberger.rc20203.n201v50c1000,1000000000
homberger.rc20204.n201v50c1000,1000000000
homberger.rc20205.n201v50c1000,1000000000
homberger.rc20206.n201v50c1000,1000000000
homberger.rc20207.n201v50c1000,1000000000
homberger.rc20208.n201v50c1000,1000000000
homberger.rc20209.n201v50c1000,1000000000
homberger.rc20210.n201v50c1000,1000000000
homberger.r10201.n201v50c200,1000000000
homberger.r10202.n201v50c200,1000000000
homberger.r10203.n201v50c200,1000000000
homberger.r10204.n201v50c200,1000000000
homberger.r10205.n201v50c200,1000000000
homberger.r10206.n201v50c200,1000000000
homberger.r10207.n201v50c200,1000000000
homberger.r10208.n201v50c200,1000000000
homberger.r10209.n201v50c200,1000000000
homberger.r10210.n201v50c200,1000000000
homberger.r20201.n201v50c1000,1000000000
homberger.r20202.n201v50c1000,1000000000
homberger.r20203.n201v50c1000,1000000000
homberger.r20204.n201v50c1000,1000000000
homberger.r20205.n201v50c1000,1000000000
homberger.r20206.n201v50c1000,1000000000
homberger.r20207.n201v50c1000,1000000000
homberger.r20208.n201v50c1000,1000000000
homberger.r20209.n201v50c1000,1000000000
homberger.r20210.n201v50c1000,1000000000
homberger.rc10201.n201v50c200,1000000000
homberger.rc10202.n201v50c200,1000000000
homberger.rc10203.n201v50c200,1000000000
homberger.rc10204.n201v50c200,1000000000
homberger.rc10205.n201v50c200,1000000000
homberger.rc10206.n201v50c200,1000000000
homberger.rc10207.n201v50c200,1000000000
homberger.rc10208.n201v50c200,1000000000
homberger.rc10209.n201v50c200,1000000000
homberger.rc10210.n201v50c200,1000000000
homberger.c10401.n401v100c200,1000000000
homberger.c10402.n401v100c200,1000000000
homberger.c10403.n401v100c200,1000000000
homberger.c10404.n401v100c200,1000000000
homberger.c10405.n401v100c200,1000000000
homberger.c10406.n401v100c200,1000000000
homberger.c10407.n401v100c200,1000000000
homberger.c10408.n401v100c200,1000000000
homberger.c10409.n401v100c200,1000000000
homberger.c10410.n401v100c200,1000000000
homberger.c10601.n601v150c200,1000000000
homberger.c10602.n601v150c200,1000000000
homberger.c10603.n601v150c200,1000000000
homberger.c10604.n601v150c200,1000000000
homberger.c10605.n601v150c200,1000000000
homberger.c10606.n601v150c200,1000000000
homberger.c10607.n601v150c200,1000000000
homberger.c10608.n601v150c200,1000000000
homberger.c10609.n601v150c200,1000000000
homberger.c10610.n601v150c200,1000000000
homberger.c10801.n801v200c200,1000000000
homberger.c10802.n801v200c200,1000000000
homberger.c10803.n801v200c200,1000000000
homberger.c10804.n801v200c200,1000000000
homberger.c10805.n801v200c200,1000000000
homberger.c10806.n801v200c200,1000000000
homberger.c10807.n801v200c200,1000000000
homberger.c10808.n801v200c200,1000000000
homberger.c10809.n801v200c200,1000000000
homberger.c10810.n801v200c200,1000000000
homberger.c20401.n401v100c700,1000000000
homberger.c20402.n401v100c700,1000000000
homberger.c20403.n401v100c700,1000000000
homberger.c20404.n401v100c700,1000000000
homberger.c20405.n401v100c700,1000000000
homberger.c20406.n401v100c700,1000000000
homberger.c20407.n401v100c700,1000000000
homberger.c20408.n401v100c700,1000000000
homberger.c20409.n401v100c700,1000000000
homberger.c20410.n401v100c700,1000000000
homberger.c20601.n601v150c700,1000000000
homberger.c20602.n601v150c700,1000000000
homberger.c20603.n601v150c700,1000000000
homberger.c20604.n601v150c700,1000000000
homberger.c20605.n601v150c700,1000000000
homberger.c20606.n601v150c700,1000000000
homberger.c20607.n601v150c700,1000000000
homberger.c20608.n601v150c700,1000000000
homberger.c20609.n601v150c700,1000000000
homberger.c20610.n601v150c700,1000000000
homberger.c20801.n801v200c700,1000000000
homberger.c20802.n801v200c700,1000000000
homberger.c20803.n801v200c700,1000000000
homberger.c20804.n801v200c700,1000000000
homberger.c20805.n801v200c700,1000000000
homberger.c20806.n801v200c700,1000000000
homberger.c20807.n801v200c700,1000000000
homberger.c20808.n801v200c700,1000000000
homberger.c20809.n801v200c700,1000000000
homberger.c20810.n801v200c700,1000000000
homberger.r10401.n401v100c200,1000000000
homberger.r10402.n401v100c200,1000000000
homberger.r10403.n401v100c200,1000000000
homberger.r10404.n401v100c200,1000000000
homberger.r10405.n401v100c200,1000000000
homberger.r10406.n401v100c200,1000000000
homberger.r10407.n401v100c200,1000000000
homberger.r10408.n401v100c200,1000000000
homberger.r10409.n401v100c200,1000000000
homberger.r10410.n401v100c200,1000000000
homberger.r10601.n601v150c200,1000000000
homberger.r10602.n601v150c200,1000000000
homberger.r10603.n601v150c200,1000000000
homberger.r10604.n601v150c200,1000000000
homberger.r10605.n601v150c200,1000000000
homberger.r10606.n601v150c200,1000000000
homberger.r10607.n601v150c200,1000000000
homberger.r10608.n601v150c200,1000000000
homberger.r10609.n601v150c200,1000000000
homberger.r10610.n601v150c200,1000000000
homberger.r10801.n801v200c200,1000000000
homberger.r10802.n801v200c200,1000000000
homberger.r10803.n801v200c200,1000000000
homberger.r10804.n801v200c200,1000000000
homberger.r10805.n801v200c200,1000000000
homberger.r10806.n801v200c200,1000000000
homberger.r10807.n801v200c200,1000000000
homberger.r10808.n801v200c200,1000000000
homberger.r10809.n801v200c200,1000000000
homberger.r10810.n801v200c200,1000000000
homberger.r20401.n401v100c1000,1000000000
homberger.r20402.n401v100c1000,1000000000
homberger.r20403.n401v100c1000,1000000000
homberger.r20404.n401v100c1000,1000000000
homberger.r20405.n401v100c1000,1000000000
homberger.r20406.n401v100c1000,1000000000
homberger.r20407.n401v100c1000,1000000000
homberger.r20408.n401v100c1000,1000000000
homberger.r20409.n401v100c1000,1000000000
homberger.r20410.n401v100c1000,1000000000
homberger.r20601.n601v150c1000,1000000000
homberger.r20602.n601v150c1000,1000000000
homberger.r20603.n601v150c1000,1000000000
homberger.r20604.n601v150c1000,1000000000
homberger.r20605.n601v150c1000,1000000000
homberger.r20606.n601v150c1000,1000000000
homberger.r20607.n601v150c1000,1000000000
homberger.r20608.n601v150c1000,1000000000
homberger.r20609.n601v150c1000,1000000000
homberger.r20610.n601v150c1000,1000000000
homberger.r20801.n801v200c1000,1000000000
homberger.r20802.n801v200c1000,1000000000
homberger.r20803.n801v200c1000,1000000000
homberger.r20804.n801v200c1000,1000000000
homberger.r20805.n801v200c1000,1000000000
homberger.r20806.n801v200c1000,1000000000
homberger.r20807.n801v200c1000,1000000000
homberger.r20808.n801v200c1000,1000000000
homberger.r20809.n801v200c1000,1000000000
homberger.r20810.n801v200c1000,1000000000
homberger.rc10401.n401v100c200,1000000000
homberger.rc10402.n401v100c200,1000000000
homberger.rc10403.n401v100c200,1000000000
homberger.rc10404.n401v100c200,1000000000
homberger.rc10405.n401v100c200,1000000000
homberger.rc10406.n401v100c200,1000000000
homberger.rc10407.n401v100c200,1000000000
homberger.rc10408.n401v100c200,1000000000
homberger.rc10409.n401v100c200,1000000000
homberger.rc10410.n401v100c200,1000000000
homberger.rc10601.n601v150c200,1000000000
homberger.rc10602.n601v150c200,1000000000
homberger.rc10603.n601v150c200,1000000000
homberger.rc10604.n601v150c200,1000000000
homberger.rc10605.n601v150c200,1000000000
homberger.rc10606.n601v150c200,1000000000
homberger.rc10607.n601v150c200,1000000000
homberger.rc10608.n601v150c200,1000000000
homberger.rc10609.n601v150c200,1000000000
homberger.rc10610.n601v150c200,1000000000
homberger.rc10801.n801v200c200,1000000000
homberger.rc10802.n801v200c200,1000000000
homberger.rc10803.n801v200c200,1000000000
homberger.rc10804.n801v200c200,1000000000
homberger.rc10805.n801v200c200,1000000000
homberger.rc10806.n801v200c200,1000000000
homberger.rc10807.n801v200c200,1000000000
homberger.rc10808.n801v200c200,1000000000
homberger.rc10809.n801v200c200,1000000000
homberger.rc10810.n801v200c200,1000000000
homberger.rc20401.n401v100c1000,1000000000
homberger.rc20402.n401v100c1000,1000000000
homberger.rc20403.n401v100c1000,1000000000
homberger.rc20404.n401v100c1000,1000000000
homberger.rc20405.n401v100c1000,1000000000
homberger.rc20406.n401v100c1000,1000000000
homberger.rc20407.n401v100c1000,1000000000
homberger.rc20408.n401v100c1000,1000000000
homberger.rc20409.n401v100c1000,1000000000
homberger.rc20410.n401v100c1000,1000000000
homberger.rc20601.n601v150c1000,1000000000
homberger.rc20602.n601v150c1000,1000000000
homberger.rc20603.n601v150c1000,1000000000
homberger.rc20604.n601v150c1000,1000000000
homberger.rc20605.n601v150c1000,1000000000
homberger.rc20606.n601v150c1000,1000000000
homberger.rc20607.n601v150c1000,1000000000
homberger.rc20608.n601v150c1000,1000000000
homberger.rc20609.n601v150c1000,1000000000
homberger.rc20610.n601v150c1000,1000000000
homberger.rc20801.n801v200c1000,1000000000
homberger.rc20802.n801v200c1000,1000000000
homberger.rc20803.n801v200c1000,1000000000
homberger.rc20804.n801v200c1000,1000000000
homberger.rc20805.n801v200c1000,1000000000
homberger.rc20806.n801v200c1000,1000000000
homberger.rc20807.n801v200c1000,1000000000
homberger.rc20808.n801v200c1000,1000000000
homberger.rc20809.n801v200c1000,1000000000
homberger.rc20810.n801v200c1000,1000000000
homberger.c11001.n1001v250c200,1000000000
homberger.c11002.n1001v250c200,1000000000
homberger.c11003.n1001v250c200,1000000000
homberger.c11004.n1001v250c200,1000000000
homberger.c11005.n1001v250c200,1000000000
homberger.c11006.n1001v250c200,1000000000
homberger.c11007.n1001v250c200,1000000000
homberger.c11008.n1001v250c200,1000000000
homberger.c11009.n1001v250c200,1000000000
homberger.c11010.n1001v250c200,1000000000
homberger.c21001.n1001v250c700,1000000000
homberger.c21002.n1001v250c700,1000000000
homberger.c21003.n1001v250c700,1000000000
homberger.c21004.n1001v250c700,1000000000
homberger.c21005.n1001v250c700,1000000000
homberger.c21006.n1001v250c700,1000000000
homberger.c21007.n1001v250c700,1000000000
homberger.c21008.n1001v250c700,1000000000
homberger.c21009.n1001v250c700,1000000000
homberger.c21010.n1001v250c700,1000000000
homberger.r11001.n1001v250c200,1000000000
homberger.r11002.n1001v250c200,1000000000
homberger.r11003.n1001v250c200,1000000000
homberger.r11004.n1001v250c200,1000000000
homberger.r11005.n1001v250c200,1000000000
homberger.r11006.n1001v250c200,1000000000
homberger.r11007.n1001v250c200,1000000000
homberger.r11008.n1001v250c200,1000000000
homberger.r11009.n1001v250c200,1000000000
homberger.r11010.n1001v250c200,1000000000
homberger.r21001.n1001v250c1000,1000000000
homberger.r21002.n1001v250c1000,1000000000
homberger.r21003.n1001v250c1000,1000000000
homberger.r21004.n1001v250c1000,1000000000
homberger.r21005.n1001v250c1000,1000000000
homberger.r21006.n1001v250c1000,1000000000
homberger.r21007.n1001v250c1000,1000000000
homberger.r21008.n1001v250c1000,1000000000
homberger.r21009.n1001v250c1000,1000000000
homberger.r21010.n1001v250c1000,1000000000
homberger.rc11001.n1001v250c200,1000000000
homberger.rc11002.n1001v250c200,1000000000
homberger.rc11003.n1001v250c200,1000000000
homberger.rc11004.n1001v250c200,1000000000
homberger.rc11005.n1001v250c200,1000000000
homberger.rc11006.n1001v250c200,1000000000
homberger.rc11007.n1001v250c200,1000000000
homberger.rc11008.n1001v250c200,1000000000
homberger.rc11009.n1001v250c200,1000000000
homberger.rc11010.n1001v250c200,1000000000
homberger.rc21001.n1001v250c1000,1000000000
homberger.rc21002.n1001v250c1000,1000000000
homberger.rc21003.n1001v250c1000,1000000000
homberger.rc21004.n1001v250c1000,1000000000
homberger.rc21005.n1001v250c1000,1000000000
homberger.rc21006.n1001v250c1000,1000000000
homberger.rc21007.n1001v250c1000,1000000000
homberger.rc21008.n1001v250c1000,1000000000
homberger.rc21009.n1001v250c1000,1000000000
homberger.rc21010.n1001v250c1000,1000000000
